SECT,Sector,CLAS,Classification,COU,Country,YEA,Year,EEA_STRI,Flag Codes,Flags
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0,,
CR,Courier,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0,,
CR,Courier,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0,,
CR,Courier,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0,,
CR,Courier,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0,,
CR,Courier,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0,,
DS,Distribution,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0.007737979,,
DS,Distribution,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0.007737979,,
DS,Distribution,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0.007737979,,
DS,Distribution,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0.007737979,,
DS,Distribution,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0.007737979,,
FSBNK,Commercial banking,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0,,
FSBNK,Commercial banking,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0,,
FSBNK,Commercial banking,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0,,
FSBNK,Commercial banking,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0,,
FSBNK,Commercial banking,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0,,
FSINS,Insurance,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0,,
FSINS,Insurance,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0,,
FSINS,Insurance,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0,,
FSINS,Insurance,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0,,
FSINS,Insurance,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2014,2014,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2015,2015,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2016,2016,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2017,2017,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2014,2014,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2015,2015,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2016,2016,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2017,2017,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2014,2014,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2015,2015,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2016,2016,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2017,2017,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2014,2014,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2015,2015,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2016,2016,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2017,2017,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2014,2014,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2015,2015,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2016,2016,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2017,2017,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2014,2014,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2015,2015,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2016,2016,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2017,2017,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2014,2014,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2015,2015,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2016,2016,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2017,2017,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2014,2014,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2015,2015,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2016,2016,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2017,2017,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2014,2014,0.020383082,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2015,2015,0.020383082,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2016,2016,0.020383082,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2017,2017,0.020383082,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0.020383082,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2014,2014,0.023701002,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2015,2015,0.023701002,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2016,2016,0.023701002,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2017,2017,0.023701002,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0.023701002,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2014,2014,0.01512163,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2015,2015,0.01512163,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2016,2016,0.01512163,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2017,2017,0.01512163,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0.01512163,,
TC,Telecom,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2014,2014,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2015,2015,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2016,2016,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2017,2017,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2014,2014,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2015,2015,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2016,2016,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2017,2017,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2014,2014,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2015,2015,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2016,2016,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2017,2017,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0,,
CR,Courier,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2014,2014,0,,
CR,Courier,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2015,2015,0,,
CR,Courier,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2016,2016,0,,
CR,Courier,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2017,2017,0,,
CR,Courier,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0,,
DS,Distribution,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2014,2014,0,,
DS,Distribution,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2015,2015,0,,
DS,Distribution,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2016,2016,0,,
DS,Distribution,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2017,2017,0,,
DS,Distribution,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0,,
FSBNK,Commercial banking,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2014,2014,0,,
FSBNK,Commercial banking,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2015,2015,0,,
FSBNK,Commercial banking,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2016,2016,0,,
FSBNK,Commercial banking,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2017,2017,0,,
FSBNK,Commercial banking,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0,,
FSINS,Insurance,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2014,2014,0,,
FSINS,Insurance,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2015,2015,0,,
FSINS,Insurance,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2016,2016,0,,
FSINS,Insurance,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2017,2017,0,,
FSINS,Insurance,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2014,2014,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2015,2015,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2016,2016,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2017,2017,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2014,2014,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2015,2015,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2016,2016,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2017,2017,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,SVK,Slovak Republic,2018,2018,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,ESP,Spain,2014,2014,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,ESP,Spain,2015,2015,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,ESP,Spain,2016,2016,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,ESP,Spain,2017,2017,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,ESP,Spain,2018,2018,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,ESP,Spain,2014,2014,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,ESP,Spain,2015,2015,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,ESP,Spain,2016,2016,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,ESP,Spain,2017,2017,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,ESP,Spain,2018,2018,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,ESP,Spain,2014,2014,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,ESP,Spain,2015,2015,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,ESP,Spain,2016,2016,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,ESP,Spain,2017,2017,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,ESP,Spain,2018,2018,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,ESP,Spain,2014,2014,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,ESP,Spain,2015,2015,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,ESP,Spain,2016,2016,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,ESP,Spain,2017,2017,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,ESP,Spain,2018,2018,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,ESP,Spain,2014,2014,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,ESP,Spain,2015,2015,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,ESP,Spain,2016,2016,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,ESP,Spain,2017,2017,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,ESP,Spain,2018,2018,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,ESP,Spain,2014,2014,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,ESP,Spain,2015,2015,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,ESP,Spain,2016,2016,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,ESP,Spain,2017,2017,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,ESP,Spain,2018,2018,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,ESP,Spain,2014,2014,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,ESP,Spain,2015,2015,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,ESP,Spain,2016,2016,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,ESP,Spain,2017,2017,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,ESP,Spain,2018,2018,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,ESP,Spain,2014,2014,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,ESP,Spain,2015,2015,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,ESP,Spain,2016,2016,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,ESP,Spain,2017,2017,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,ESP,Spain,2018,2018,0,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,ESP,Spain,2014,2014,0.010191541,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,ESP,Spain,2015,2015,0.010191541,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,ESP,Spain,2016,2016,0.010191541,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,ESP,Spain,2017,2017,0.010191541,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,ESP,Spain,2018,2018,0.010191541,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,ESP,Spain,2014,2014,0.007900334,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,ESP,Spain,2015,2015,0.007900334,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,ESP,Spain,2016,2016,0.007900334,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,ESP,Spain,2017,2017,0.007900334,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,ESP,Spain,2018,2018,0.007900334,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,ESP,Spain,2014,2014,0.01512163,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,ESP,Spain,2015,2015,0.01512163,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,ESP,Spain,2016,2016,0.01512163,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,ESP,Spain,2017,2017,0.01512163,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,ESP,Spain,2018,2018,0.01512163,,
TC,Telecom,CLAS1_3,Other discriminatory measures,ESP,Spain,2018,2018,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,ESP,Spain,2014,2014,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,ESP,Spain,2015,2015,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,ESP,Spain,2016,2016,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,ESP,Spain,2017,2017,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,ESP,Spain,2018,2018,0,,
TRMAR,Maritime transport,CLAS1_3,Other discriminatory measures,ESP,Spain,2014,2014,0,,
TRMAR,Maritime transport,CLAS1_3,Other discriminatory measures,ESP,Spain,2015,2015,0,,
TRMAR,Maritime transport,CLAS1_3,Other discriminatory measures,ESP,Spain,2016,2016,0,,
TRMAR,Maritime transport,CLAS1_3,Other discriminatory measures,ESP,Spain,2017,2017,0,,
TRMAR,Maritime transport,CLAS1_3,Other discriminatory measures,ESP,Spain,2018,2018,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,ESP,Spain,2014,2014,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,ESP,Spain,2015,2015,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,ESP,Spain,2016,2016,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,ESP,Spain,2017,2017,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,ESP,Spain,2018,2018,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,ESP,Spain,2014,2014,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,ESP,Spain,2015,2015,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,ESP,Spain,2016,2016,0,,
